,Unnamed: 0,text,intent,intentId,labels,scores
838,161,Well there is a web app that was projected to be included on Google Docs but got canceled :/ It's name is Collide . You can see it in action here,How can I get code syntax highlighting in Google Docs?,9,8,5
839,209,I'd like to filter all messages in gmail that are missing a label.,How can I filter my Gmail messages that aren't labeled?,12,11,5
840,1554,"Finding a time for a meeting, is there an application online for this?",What is a good webapp for finding the best meeting time for a group of people? [closed],101,100,5
841,1471,"Ever since the recent Google Calendar changes, I've found this updated filter to work best.  As a search:  subject:(""invitation"" OR ""accepted"" OR ""rejected"" OR ""updated"" OR ""canceled event"" OR ""declined"") when where calendar who organizer  As a filter:  From:  To:  Subject:          ""invitation"" OR ""accepted""                   OR ""rejected"" OR ""updated"" OR ""canceled event""                    OR ""declined"" Has the words:    when where calendar who organizer Doesn't have:",Create a Gmail filter for Calendar Notifications,95,94,5
842,27,How could I introduce new styles to google docs.,How do I add new styles to Google docs?,3,2,5
843,360,"The list retreived by google contains some sites I know are not relevant for me, how could I get rid of those?",Is there a way to remove sites permanently from (my personal) Google search results?,22,21,5
844,1672,"I thought if you placed something in quotes it would force a search of that exact term.  ie searching for   ""C++""   would search for C++ and not just C",How can I search for a keyword with special characters in Google Search?,107,106,5
845,1620,Can I list the files that dropbox is syncing at this moment?,Check which Dropbox files are currently syncing,105,104,5
846,557,Can I see who stopped being my friend on facebook.,Determine who unfriended me on Facebook,35,34,5
847,1246,How are gmail mails archived?,Where do my emails go when I click on 'Archive' in Gmail?,80,79,5
848,737,Limiting google drive search to a particular folder.,"In Google Drive, is there a way to search files located in a particular folder?",46,45,5
849,235,How to forward more than one email from gmail?,How to forward multiple emails in Gmail,14,13,5
850,1292,Can I view the USA version of google even though i'm not located in the USA.,How can I access google.com outside the US?,83,82,5
851,792,I don't have a fax-machine but I hear I can turn my computer into one via the internet. How does it work?,How can I send a fax online? [closed],49,48,5
852,1338,"I made a mistake by trusting a computer for my google 2 factor authentication, I wish to undo this but I don't know how.",How do I untrust a computer with Google two-factor authentication?,86,85,5
853,137,"aTube Catcher is a good one, with lots of options on formats and video quality. You can customize it to batch download a user’s videos. Also, downloading is very fast.",How do I download a YouTube video?,8,7,5
854,140,"ClipGrab :   free software for Windows, Mac, Linux  supported by developer  supports various sites, formats, resolutions  grabs links from clipboard  supports pausing download and etc.    p.s: I hope I won't get banned for second answer about it -_-",How do I download a YouTube video?,8,7,5
855,408,"I want to follow someone on twitter but i don't want them to know, is there any solution for this?",How can I follow someone on Twitter without them knowing?,25,24,5
856,234,"If I want to forward several emails in gmail, do I have to do it one by one, or is there a better way?",How to forward multiple emails in Gmail,14,13,5
857,1553,"I often need to find a time which works for everyone in our team to meet, is there a service on the net that might make this more efficient?",What is a good webapp for finding the best meeting time for a group of people? [closed],101,100,5
858,1264,Finding the first ever mail that given person has sent to you on gmail.,"In Gmail, how can I find the oldest message from a person?",81,80,5
859,642,"I found an epic moment in a clip on youtube, can I specify this moment as the start point when sending a link to people?",Linking directly to a specific point in time of a YouTube video,40,39,5
860,201,Filtering unlabeled gmail messages.,How can I filter my Gmail messages that aren't labeled?,12,11,5
861,275,Please see http://trello.com/privacy for the prospects for data migration and APIs.,"Is it possible to export my data from Trello, to back it up?",16,15,5
862,1827,"For html / css / javascript, try http://jsfiddle.net/ .  It also acts as a pastebin allowing url sharing and editing.","What online computer language interpreters are available, so I can practice programming from my iPhone? [closed]",116,115,5
863,89,"I recommend Markdown Preview Is a simple Add-on that (just) makes previews of the markdown document you are creating.  As far I understand, the main request is to preview it, so I think this is what you are searching for.",How can Google Docs and markdown play nice?,6,5,5
864,232,How can I forward more than one email in gmail at the same time?,How to forward multiple emails in Gmail,14,13,5
865,1726,"If you know the email addresses of the people you have shared files with, all you have to do is enter the following search in Google Drive's search bar:  to: [email address]  Google Drive will then show all files shared with that user.",How can I see who has access to my Google Drive folders?,110,109,5
866,72,How can I introduce markdown into google documents.,How can Google Docs and markdown play nice?,6,5,5
867,1256,"Archive removes the label inbox on your mail, without any other labels on the mail it's possible to find under All Mail or via search (as already said). I don't agree that they ' go to All Mail' as all (except Trash and Spam I think) mail is always there.",Where do my emails go when I click on 'Archive' in Gmail?,80,79,5
868,1875,Captioning a photo in google docs.,How do I add a caption to an image in Google Documents?,119,118,5
869,774,Is it possible to download all my gmail  mails so I can store them somewhere for safekeeping.,How can I back up all emails stored in my Gmail account?,48,47,5
870,1366,Where can I find a list of publicly available trello boards?,Can I browse all the public Trello boards available?,88,87,5
871,1267,Locating the earliest message I received from someone.,"In Gmail, how can I find the oldest message from a person?",81,80,5
872,1053,"I need to know the size of my mails in gmail, where can I display it?",Display mail size in Gmail,66,65,5
873,1793,"Google is auto saving my document too often, can I disable this feature?",How to disable auto-save in Google Docs?,114,113,5
874,82,"You say you're a programmer, so this answer assumes you'd be comfortable with a little ""roll your own"" approach.  Google drive supports scripts: http://www.google.com/script/start/  So, you could create a little Showdown viewer that you point to your markdown files (as URLs).",How can Google Docs and markdown play nice?,6,5,5
875,1275,What are the privacy options that could prevent all of my facebook likes to immediately be forwarded to my friends?,How to hide my likes from my friends on Facebook?,82,81,5
876,855,"Just add the get parameter ?share=1 at the end of the question's URL, and all the answers will show. It seems you have to set it only once per browser session.  I was so annoyed by this, I have even built an Chrome extension for this. ( It's also open source. )",How can I read all answers on Quora without having to register?,53,52,5
877,1915,Is there an option in the interface to switch some of my contacts from one google account to another? I only want this for some contacts not all.,How can I move Google contacts between two different accounts?,122,121,5
878,998,Ordering data in ascending order in google spreadsheets?,How can I make some data on a Google Spreadsheet auto-sorting?,62,61,5
879,1536,What is the idea behind friend recommendations on facebook?,How does the Facebook friend finder operate?,100,99,5
880,122,"Video DownloadHelper - it just works.  Note: Quite frequent addon updates can be sometimes annoying, especially if you are not using this addon too often (so you don't appreciate having it up to date).",How do I download a YouTube video?,8,7,5
881,1050,How do I tell gmail to display the size of mails.,Display mail size in Gmail,66,65,5
882,743,"Simply star the folders or particular files that you wish to search and then search ""is:starred"".  Unstar them once you want to search something else.  It's a little impractical, but it's what I do to search my journal articles, 1000s of which I've stored on my Drive.","In Google Drive, is there a way to search files located in a particular folder?",46,45,5
883,1462,"I'm getting spammed by all the notices I'm getting from google calendar, is it possible to filter then out into their own group?",Create a Gmail filter for Calendar Notifications,95,94,5
884,1731,Is there a way to turn off the notification alert sound in google hangouts?,How do you disable the notification alert sounds in the new Google Hangouts?,111,110,5
885,5,Making the letters i write on github striked through.,Strikethrough with GitHub Markdown,1,0,5
886,946,Would you say that google documents is a viable alternative to Microsoft office?,Are there any important features from Microsoft Office that a college student would miss if he switched entirely over to Google Docs? [closed],59,58,5
887,58,Can I link to a particular cell of a google spreadsheet document from a cell in another document?,How do I link a cell in Google Spreadsheets to a cell in another document?,5,4,5
888,626,"When you switch to a different sheet in Google Spreadsheets, pay attention to the URL in your browser's address bar. At the end of the URL you should see something like:  #gid=0  This number changes when you switch sheets, and specifies which sheet to display. Copy the entire URL and create a hyperlink to it with this formula:  =hyperlink(""https://docs.google.com/spreadsheet/ccc?key=0AsaQpHJE_LShcDJ0dWNudHFZWVJqS1dvb3FLWkVrS0E#gid=0"", ""LINK TEXT"")   With a script  I've thought about this question a lot since I first wrote this answer, and I came up with a solution that involves a script.  With the spreadsheet open, click the Tools menu, then Script editor... . Paste all this code into the editor:  function onOpen(event) {   var ss = event.source;   var menuEntries = [];   menuEntries.push({name: ""Go to sheet..."", functionName: ""showGoToSheet""});   ss.addMenu(""Tasks"", menuEntries); }  function showGoToSheet() {   var ss = SpreadsheetApp.getActiveSpreadsheet();   var allsheets = ss.getSheets();   var app = UiApp.createApplication();   app.setTitle(""Go to sheet..."").setWidth(800).setHeight(600);   var table = app.createFlexTable();   table.setCellPadding(5).setCellSpacing(0);   var goToSheetClick = app.createServerHandler('handleGoToSheetClick');   var widgets = [];   for (var i = 0; i < allsheets.length; i++) {     var sheet_name = allsheets[i].getName();     widgets[i] = app.createHTML(sheet_name).setId(sheet_name).addClickHandler(goToSheetClick);     table.setWidget(i, 1, widgets[i])   }   var panel = app.createSimplePanel();   panel.add(table);   app.add(panel);   ss.show(app); }  function handleGoToSheetClick(e) {   var sheet_name = e.parameter.source;   var ss = SpreadsheetApp.getActiveSpreadsheet();   var sheet = ss.getSheetByName(sheet_name);   sheet.activate();   var app = UiApp.getActiveApplication();   app.close();   return app; }  Save the script, then refresh the spreadsheet. After a second or two a new menu, Tasks , will appear after Help . There is one item in this menu: Go to sheet...   This menu item will open a panel with a list of names of all the sheets in the current spreadsheet. It doesn't look like it, but if you click on one of the sheet names, that sheet will come to the front.   As an answer to another question, this script was improved to include a scrollable view and buttons.",Link to specific sheet in Google spreadsheet,38,37,5
889,204,Filter gmail messages without a label.,How can I filter my Gmail messages that aren't labeled?,12,11,5
890,1122,Can someone else add subtitles to my video on youtube?,Add subtitles to a video of another user on YouTube,71,70,5
891,1186,How do I make my calendar on google aware of stuff i scheduled on facebook.,How can I import Facebook events into my Google calendar?,75,74,5
892,1748,How does facebook rank persons in the result list when i search?,How does Facebook guess results when you search for someone?,112,111,5
893,868,"Trello does not have an official way to handle dependencies. The best thing to do is to have a ""Waiting"" list where you keep all the cards that are waiting on some other piece of work. If this becomes unmanageable, it's probably a sign that the board needs to be split up.",How do you handle dependencies between cards with Trello?,54,53,5
894,44,Getting letters in gmail mails to be strikethrough.,How do I strikethrough text in Gmail?,4,3,5
895,1936,"It is fairly simple.  What you need to do is follow steps that are mentioned below for adding multiple destinations....  From point A to Point B - add the destinations and if needed swap the destinations by dragging the ""O"" with either mouse+left click hold or the left button+ curser hold and moving.  Once you add the destinations hit anywhere or hit find route  or list all steps for interactive map..  Now to add destination, you can not do on the browser since there is no ""+"" sign there anymore once you already have activated the route. To add further, go to the map layout in the right pane and click on full map view ....  Once you click on the full map view, the route option with  a ""+"" will come again in the map browser window. Add the destination and hit list all steps . There you go...  Thanks and enjoy.",How can I add multiple destinations in new Google Maps?,123,122,5
896,1434,"I need to download a folder containing lots of files on Dropbox, can I just download the folder using the web interface?",Is there an easy way to download entire folders from the Dropbox website?,93,92,5
897,787,"Theoretically speaking, you can open up another gmail account and use it to pop your mail from the first account.  You can chain this to have many different gmail accounts backing your mail up.  If you automatically label your messages, then you can redefine the filters in each account so that labels continue to apply.",How can I back up all emails stored in my Gmail account?,48,47,5
898,1608,Can you recommend some cloud based applications for listening to music?,"What are some good, personalisable online radio / music apps? [closed]",104,103,5
899,390,I'd like to give a literal query to google (disable any spell checking etc.),"Force Google search to use only the exact words typed, no spellcheck or synonyms",24,23,5
900,1173,Twilert will do exactly what you want. You can be sent emails on a regular basis that search a specific Twitter account and filter based on hashtags or words.,Is there a way to get email notifications when someone tweets?,74,73,5
901,229,"As of September 22, 2015  If you passed away you have 2 options, and actually you can tell it to Facebook in advance by going to the Facebook settings then security   request for memorialization upon death  request for account deletion upon death    Facebook has a form for deceased person namely Special Request for Deceased Person's Account , see the form here .  Legacy contact allows them to   Write a pinned post for your profile (ex: to share a final message     on your behalf or provide information about a memorial service)  Respond to new friend requests (ex: old friends or family members     who weren't yet on Facebook)  Update your profile picture and cover     photo   Your legacy contact can't:   Log into your account  Remove or change past posts, photos and other things shared on your Timeline  Read messages you've sent to other friends  Remove any of your friends",What happens to your Facebook account when you die?,13,12,5
902,1075,"In latex its easy to generate a references section, do google docs have some similar functionality?",Adding bibliographic references to a Google Docs document?,68,67,5
903,104,"As @eagle mentioned, Ctrl + Shift + V will work in Chrome.  There is an addon for Firefox that claims it will solve your problem: https://addons.mozilla.org/en-US/firefox/addon/134/","Gmail & Google Docs: Paste just the text, not the formatting (Firefox, Safari)",7,6,5
904,1119,Can I add subtitles to a youtube video that is not mine?,Add subtitles to a video of another user on YouTube,71,70,5
905,1815,"The best way I have found to do this is to head on over to the ""All Items"" view, keep on scrolling down until no more files load, and then hit the tick box on top which selects all files and folders in the current view. Once all items are selected, click more, and then share and share again. In the share box change to the appropriate sharing levels and click done.  The only caveat here is you change the permissions for ALL of your files and folders.",How can I recursively set ownership of Google Drive files and folders?,115,114,5
906,888,Is it possible to mark a trello card as done but not move it from its current list?,How can I mark a card in Trello as done and keep it in the original list?,56,55,5
907,367,"For Chrome users, the official Personal Blocklist Chrome extension can remove sites from your results. Unlike the one referenced in Bernhard Hofmann's answer , this is an official extension developed by Google.  For Firefox users, there is a similar extension called Hide Unwanted Results of Google Search .  Google used to have built-in support for this , but it has removed this feature. If you used this feature, you can still download your block list as a text file .",Is there a way to remove sites permanently from (my personal) Google search results?,22,21,5
908,1853,Is it possible to manually construct a message that will be marked as spam by gmail?,How can I purposely send a message that will be marked as spam in Gmail?,118,117,5
909,1812,Chaning the owner of the entire contents of a google drive directory.,How can I recursively set ownership of Google Drive files and folders?,115,114,5
910,1631,"For anyone looking at this question in 2014+, you can now see what is being synced (on a Mac at least—I don't know the answer for Windows, but I'm sure someone will provide that answer).  Hold Alt , and click on the Dropbox icon in menubar. This will show you what is currently being synced.",Check which Dropbox files are currently syncing,105,104,5
911,745,"A time-consuming work around, which isn't so painful if there are just a few folders you want to search, is to share those folders with other Google accounts, and then include to: thatgoogleaccount@example.com in your search.  The script in user165768's answer also works. It asks you to share a scary bunch of permissions, so you may want to look at the code at https://github.com/ljv5555/drive-folder-search/tree/gh-pages/app to reassure yourself, and possibly make your own copy.","In Google Drive, is there a way to search files located in a particular folder?",46,45,5
912,451,Can I avoid saving an attachment if I only want to attach it to a new mail?,"In Gmail, how can I attach an attachment from one email to another, without saving the attachment first or forwarding the message?",28,27,5
913,418,How do I backup my twitter history.,How can I backup all of my tweets?,26,25,5
914,660,How can I see the folder in which a google document is located.,How to view the parent folder of a Google Document?,41,40,5
915,1767,"I have a large movie collection, is there an app on the web that would allow me to manage it?",Are there any web apps that can keep track of collections of books or movies? [closed],113,112,5
916,415,You can also use sites such as http://myf5.com/ that provide you just that.,How can I follow someone on Twitter without them knowing?,25,24,5
917,1293,Browsing google from the states and not my localized version.,How can I access google.com outside the US?,83,82,5
918,1409,I'd like to download subtitles automatically generated by Youtube.,Downloading auto-generated YouTube transcriptions,91,90,5
919,95,Can I ignore formatting when copying and pasting from gmail.,"Gmail & Google Docs: Paste just the text, not the formatting (Firefox, Safari)",7,6,5
920,1324,Is something missed by google search?,What can you NOT find on Google? [closed],85,84,5
921,638,"You can use the before and after keywords in your search, for example:  after:2012/4/26 before:2012/5/3  To search for emails between April 26, 2012 and May 3, 2012.",How can I search for Gmail messages on a particular date?,39,38,5
922,1078,Adding references to literature in my google docs.,Adding bibliographic references to a Google Docs document?,68,67,5
923,1350,"A wise guy friend of my wrote some stupid stuff on my github feed, what are my options to get rid of it?",How do I delete entries from my GitHub Activity Feed?,87,86,5
924,168,"I'd like to backup all my mails on gmail into a text format, can I do this?",Export Gmail messages to text or HTML files,10,9,5
925,366,I need some results to be removed from my results on google. What can I do about this?,Is there a way to remove sites permanently from (my personal) Google search results?,22,21,5
926,1375,How can I stop people from tagging me in photos on facebook without asking me first?,Is it possible to stop people from associating things with me on Facebook without my permission?,89,88,5
927,851,"I really don't want to register on quora, but I can't see all the answers, is there a way around this?",How can I read all answers on Quora without having to register?,53,52,5
928,1813,"I created a command-line tool to handle this.  After following the setup instructions on the GitHub project, you can run the tool with a specified path prefix and the email address of the new owner:  python transfer.py PATH-PREFIX NEW-OWNER-EMAIL  After getting authorization from OAuth, it will recursively walk the Google Drive account it got authorization to, match against the path prefix (ignoring non-matches), and then transfer ownership to the new email. If the new email address indicates a user who isn't even shared on the item yet, it will handle that as well. The current owner will not lose access, but the new or old owner can revoke it.  I should note that it's not always possible to transfer ownership of an item in Drive. For example, it's not possible to move ownership for an item from G Suite (Google Apps for Work) account to a normal GMail account. It can be shared (which the script will do), but ownership transfer will fail.",How can I recursively set ownership of Google Drive files and folders?,115,114,5
929,1873,Is it possible to add a caption to a google docs image.,How do I add a caption to an image in Google Documents?,119,118,5
930,145,"I pasted some C# code into google docs, can i get special coloring for it automatically?",How can I get code syntax highlighting in Google Docs?,9,8,5
931,1166,I want to make it so I get an e-mail when a particular user tweets something.,Is there a way to get email notifications when someone tweets?,74,73,5
932,813,"As soon as I pause a youtube video the buffering is halted, is this normal?",YouTube stops buffering when video is paused,50,49,5
933,233,Forwarding several emails simultaneously in gmail.,How to forward multiple emails in Gmail,14,13,5
934,1740,Disabling GHO notification sounds.,How do you disable the notification alert sounds in the new Google Hangouts?,111,110,5
935,804,Why does the buffering of youtube videos stop when the video is paused?,YouTube stops buffering when video is paused,50,49,5
936,384,"When clicking on a card, you will see the detail page, on the right bottom of the popup is a gray link : delete this card",How do I delete a list or card in Trello?,23,22,5
937,1737,"I do not want to get audio notification when someone contacts me on google hangouts, can I turn it off?",How do you disable the notification alert sounds in the new Google Hangouts?,111,110,5
938,919,The following app is free and works beautifully!  http://www.labnol.org/internet/extract-gmail-addresses/28037/,Get e-mail addresses from Gmail messages received,57,56,5
939,558,"I've noticed the number of my friends on facebook decreased, how can I investigate?",Determine who unfriended me on Facebook,35,34,5
940,414,"You would have to do it manually (by going to their page and seeing what they post).  You can't add their content to your homepage unless you follow them.  You could write an application that pulls your homepage content and mixes in their timeline content.  You could also use a RSS reader to pull in multiple feeds (your homepage and their stream) into a single location.  Note: They will only be notified if they have notifications turned on, or they constantly monitor their list of followers to see if it is changing.",How can I follow someone on Twitter without them knowing?,25,24,5
941,602,"This may not answer what it is ""good for,"" but there are lots of easter eggs to find.",What is Wolfram Alpha good for? [closed],37,36,5
942,1886,"I'd like to use PGP with gmail, is this an option?",How can I encrypt emails sent through Gmail?,120,119,5
943,1616,"A good alternative I can recommend is ""The Sixty One"".  While it's probably not directly as you described, it's a brilliant way of finding new and (most likely) unknown music, the flow is great, and it has quite a bit different styles. On top of that, it has a funky optional quest-system, that gives it a rather unique touch.  To summarize, I'd add it as this, hope that helps:  The Sixty One ( http://www.thesixtyone.com )  Pros:   Nice way to find new music  Great radio-system  Lets you save music, and have different playlists  Option to donate money to some of the artists, and upvote songs.  Some tracks are available as free/paid downloads  Fun and different quest- and achievement-system   Cons:   A bit tricky UI, that takes a while to get used to (an older version is still running here: http://old.thesixtyone.com/ It might be easier to get around)  Has some various bugs from time to time","What are some good, personalisable online radio / music apps? [closed]",104,103,5
944,387,How can I force google to use the exact words I type in.,"Force Google search to use only the exact words typed, no spellcheck or synonyms",24,23,5
945,897,Flagging a card as done in trello (without moving it).,How can I mark a card in Trello as done and keep it in the original list?,56,55,5
946,1921,"I have two google accounts, i'd like to move my contacts from one to the other, is this possible?",How can I move Google contacts between two different accounts?,122,121,5
947,896,Marking a card as done in trello?,How can I mark a card in Trello as done and keep it in the original list?,56,55,5
948,1377,"I'm concerned about my privacy, I feel I keep getting tagged on facebook over and over without anyone asking me if this is ok? Is there anything I can do?",Is it possible to stop people from associating things with me on Facebook without my permission?,89,88,5
949,877,What algorithm does gmail use to group my incoming mails?,How does Gmail decide to thread email messages?,55,54,5
950,1205,Is there a way to incorporate position information into a link to a Google doc that im sending?,Is there a way to create a link to a particular position inside a Google Doc?,77,76,5
951,1808,Is it possible to recursively set ownership for a gd folder?,How can I recursively set ownership of Google Drive files and folders?,115,114,5
952,1305,How can I turn off the auto play feature of youtube?,How do I disable autoplay on YouTube?,84,83,5
953,1802,"Possible solution...?  I found autosave to be the most frustrating ""feature"" I've ever experienced - especially when editing text in a cell... at one point I timed the autosave refresh and it was kicking in every 11 seconds.  This meant that I could edit text for no longer than 11 seconds before it kicked in and wiped out whatever I had typed.  I about gave up and then decided to clear cache and restart the Chrome... presto!  After re-entering the Google Sheet and editing text in a cell the autosave feature patiently waited until I was done to save / refresh.  Not sure why this worked but give it a try and maybe it will improve the user experience for you as well.  Good luck!",How to disable auto-save in Google Docs?,114,113,5
954,444,"I don't know about sending them a message directly, but if you post a comment in a discussion that they are involved in, then it will appear as a notification in their github account.",Any way to contact a user on Github?,27,26,5
955,1959,Is it possible to get the em dash in google docs?,How to create an em dash in Google Drive (Google Docs)?,125,124,5
956,727,"Procedure to join Google Groups without creating a Google account:   Look for group email address in the heading of “Group email”, it will look like: Group email (Group Name)@googlegroups.com or visit the group web page on Google Groups, and click on “About this group”.  Send an email to (Group Name)+subscribe@googlegroups.com . +subscribe is the key, which is appended to the end of group’s email address. (Group Name) is the name of the group. Space is substituted by “-” (hyphen).   Source . (gone)  Note: You should send the subscribing email from the email address which you want to receive the messages mailing. You may need to confirm the subscription request for some groups.",How can I subscribe to a Google mailing list with a non-Google e-mail address?,45,44,5
957,607,"Musical scales, for example:   C Ionian  C Dorian  and so on...",What is Wolfram Alpha good for? [closed],37,36,5
958,1669,"https://duckduckgo.com handled my search for ""Redis::Queue"" properly (not ignoring :: ).",How can I search for a keyword with special characters in Google Search?,107,106,5
959,499,I'm spending too much time fixing my code font and indentation after pasting it into gmail. Is there a way to to do it faster?,What is the easiest way to format code when pasting to Gmail?,31,30,5
960,1775,"I'm a collector, I need some online software to keep track of all the items in my collections, is there any?",Are there any web apps that can keep track of collections of books or movies? [closed],113,112,5
961,598,"I've found it good for ""How long it takes?"" type questions for example   (1024  768  32) bytes / 1 Mbps in minutes  100 km / 80 kph in hours",What is Wolfram Alpha good for? [closed],37,36,5
962,427,List of Services   http://www.backupify.com/  http://tweetbackup.com/  http://backupmytweets.com/  http://twistory.net/  https://gimmebar.com/   Saved to Archive   http://www.readwriteweb.com/archives/how_to_backup_and_search_all_your_friends_tweets_i.php  http://www.techhit.com/TwInbox/twitter_plugin_outlook.html  http://thinkupapp.com/   Scripts   http://morethanseven.net/2007/11/23/archiving-twitter-data-with-python.html (Python)  http://www.adamfranco.com/2008/10/13/twitter-export-script/ (PHP)  http://blog.jphpsf.com/2012/05/07/backing-up-your-twitter-account-with-t/ (Ruby)   Self Hosted   http://pongsocket.com/tweetnest/   Desktop   https://sourceforge.net/projects/twitter-to-pdf/,How can I backup all of my tweets?,26,25,5
963,1022,Having more than one dropbox account per computer.,Multiple dropbox accounts on one PC?,64,63,5
964,708,Limiting gmail search to the main inbox.,How can I only search the Primary inbox in Gmail?,44,43,5
965,1710,"To start, use a computer and open the Google Chrome browser. If you don’t have Google Chrome, then download it. Then use the Google Chrome browser to go to http://m.facebook.com/messages/  Then click the person you want to see the first message with.  Now press Ctrl + Shift + J and then paste this code into the lower window that pops up, and then press Enter . It will then proceed to load old messages until it reaches the very first message. Here is the code:  setInterval(function () { document.getElementById('see_older') .getElementsByClassName('content')[0].click(); }, 500);  The above code can also be found on this website: http://jsfiddle.net/magicramki/k9gda3cu/  If you do not want to go back all the way, you will need to stop the script. In order to do that, you will first need to define it as a variable:  var myVar=setInterval(function () { document.getElementById('see_older') .getElementsByClassName('content')[0].click(); }, 500);  Then to stop it, you will simply need to enter the following command:  window.clearInterval(myVar)  You can resume the script anytime by typing the first part again.  Now once it loads everything, you have two options. You can right click anywhere on the page and choose ""save as"" and then save that file somewhere on your computer. Then use Google Chrome to open it when you want to view it later (won't look right in Internet Explorer). This will save the entire chat, complete with pictures and emoticons. When you want to search for a particular day, press Ctrl + F to bring up the find box. Then type in ""Mar 2"", for example, to bring up the conversation on March 2nd.  The second option is to highlight the parts that you want to save, and then copy by pressing Ctrl + C . Then open Microsoft Word and paste that into the document by pressing Ctrl + V . Now save that file. This will save the text and pictures, but not the emoticons.",How can I download all messages from Facebook?,109,108,5
966,862,Handling tasks which depend on each other in Trello.,How do you handle dependencies between cards with Trello?,54,53,5
967,135,"I just use some Audials Tunebite Youtube Downloader , just got the new version 8 a couple of days ago.  It's actually pretty cool since this one besides being able to download and convert youtube videos can also work as a Youtube to mp3 ripper and convert youtube flv to mp3 files I can use on my pc or cell phone.",How do I download a YouTube video?,8,7,5
968,134,Use the Zamzar bookmarklet to download your favorite videos in a variety of audio & video file formats,How do I download a YouTube video?,8,7,5
969,1414,"There are a couple of ways to extract subtitles from a YouTube video -  By specifying the language and VideoId in this generic URL - http://www.youtube.com/api/timedtext?lang={LANG}&v={VIDEOID} you can get an .xml file containing the subtitles in the desired language for a chosen video.  To get rid of the tags within that file and to just have the plain-text transcript , here is what you have to do:   Open up Microsoft Excel  Copy paste the subtitles inside one cell  Press Ctrl + H  In the replace tab type <> in the ""Find What"" textbox and leave the ""Replace With"" textbox blank, and click Replace All . The search expression will remove all tags within the original text.   Alternatively, there is an open-source tool called Google2SRT that downloads all available subs from a YouTube video with one click & converts them into .srt format so that it can be used within media players like VLC Media Player.  Update: Ted.com now provides transcripts of the talks on its site.",Downloading auto-generated YouTube transcriptions,91,90,5
970,1854,"I'm testing my various mail categories, how can I test my spam category?",How can I purposely send a message that will be marked as spam in Gmail?,118,117,5
971,971,"According to the GitHub Terms of Service , under section G. General Conditions , you'll find this:    You may use GitHub subdomains (e.g., yourname.github.io) solely as permitted and intended by the GitHub Pages tool to host your company pages , personal pages, or open source project pages, and for no other purpose. You may not use GitHub subdomains in violation of GitHub's trademark or other rights or in violation of applicable law. GitHub reserves the right at all times to reclaim any GitHub subdomain without liability to you.    (my emphasis)  After you did contact GitHub directly you commented that their response was:   The content of Pages is at the user's discretion, as long as it's legal and doesn't otherwise violate the Terms of Service. Some users may choose to include ads, donation buttons, ticket sales, or other ways of monetizing their projects, and that's OK with us. Of course we hope folks will Keep It Classy™ and use this power for awesome! Thanks",Am I allowed to host a commerical website on Github Pages?,60,59,5
972,1755,There is a pretty in-depth post about how Facebook Search works posted on Facebook Engineering's page:  http://www.facebook.com/note.php?note_id=365915113919,How does Facebook guess results when you search for someone?,112,111,5
973,1661,How can I find a word that has special chars in google search?,How can I search for a keyword with special characters in Google Search?,107,106,5
974,500,How to most efficiently transfer program code into a gmail mail without losing all the font properties.,What is the easiest way to format code when pasting to Gmail?,31,30,5
975,1448,How can I identify the oldest commit I've made to my github.,Date of first commit,94,93,5
976,1935,"This is now possible.   Whether you’re running weekend errands or planning a cross-country tour, you can plot multiple destinations for your trip with ease – now available for driving, walking and biking directions. Once you’ve chosen a starting point, click '+' and add stops to your route by typing in the search box or clicking on the map.   Source .",How can I add multiple destinations in new Google Maps?,123,122,5
977,1433,Can I download a whole folder via the Dropbox web?,Is there an easy way to download entire folders from the Dropbox website?,93,92,5
978,1385,"You can achieve this by going to your Privacy Settings .   Select Edit Settings under ""How Tags Work""    Click Off next to Timeline Review    Review the information about Timeline Review and select Enabled from the dropdown.",Is it possible to stop people from associating things with me on Facebook without my permission?,89,88,5
979,1470,Filtering google calendar notifications.,Create a Gmail filter for Calendar Notifications,95,94,5
980,1643,What's the best way to export and download my chat logs from google?,How can I export my Google chat logs?,106,105,5
981,564,I want to know who stopped being my friend on fb.,Determine who unfriended me on Facebook,35,34,5
982,898,"Trello doesn't have a predefined way to mark a card as done, but you could certainly name a label ""Done"" and apply it to cards that you have completed.",How can I mark a card in Trello as done and keep it in the original list?,56,55,5
983,1026,Setting up more than one dropbox account on the same computer.,Multiple dropbox accounts on one PC?,64,63,5
984,1116,"Just click on one of the files into your folders, then move rapidly up or down with the arrow from keyboard. If you look at the top-right corner of the screen , at the end of the toolbar, you can see the size of each files.",How to analyze size of files in Dropbox,70,69,5
985,1285,"There could be no privacy setting that could help you - when we ""like"" something, we are actively making a public statement about something. If we don't want people to know we like something, we don't publish it on the web (i.e. don't touch that ""like"" button).  Otherwise mark4o has the best answer: if your friends don't want to receive news about your ""likes"" then have to follow his instructions.",How to hide my likes from my friends on Facebook?,82,81,5
